Area,Item,Year,Area_Harvested_ha,Production_tons,Yield_kg_ha
Afghanistan,"Almonds, in shell",2019,29203.0,38205.0,1308.3
Afghanistan,"Almonds, in shell",2020,22134.0,39307.0,1775.9
Afghanistan,"Almonds, in shell",2021,36862.0,64256.0,1743.2
Afghanistan,"Almonds, in shell",2022,36462.0,63515.0,1742.0
Afghanistan,"Almonds, in shell",2023,37000.0,67000.0,1810.8
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,25293.0,17807.76,704.1
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,25558.0,17965.9,703.0
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,25357.0,17876.49,705.0
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,25403.0,17883.38,704.0
Afghanistan,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,25439.0,17908.59,704.0
Afghanistan,Apples,2019,27559.0,250324.0,9083.2
Afghanistan,Apples,2020,25643.0,270857.0,10562.6
Afghanistan,Apples,2021,30463.0,321672.0,10559.4
Afghanistan,Apples,2022,30163.0,318402.0,10556.0
Afghanistan,Apples,2023,31000.0,324000.0,10451.6
Afghanistan,Apricots,2019,17719.0,129363.0,7300.8
Afghanistan,Apricots,2020,17481.0,131788.0,7538.9
Afghanistan,Apricots,2021,27082.0,207490.0,7661.5
Afghanistan,Apricots,2022,26731.0,170508.0,6378.7
Afghanistan,Apricots,2023,22008.0,155429.38,7062.4
Afghanistan,Barley,2019,84070.0,123576.0,1469.9
Afghanistan,Barley,2020,86099.0,127757.0,1483.8
Afghanistan,Barley,2021,40273.0,65102.0,1616.5
Afghanistan,Barley,2022,61952.0,94687.0,1528.4
Afghanistan,Barley,2023,80000.0,110000.0,1375.0
Afghanistan,Cantaloupes and other melons,2019,37136.0,464230.0,12500.8
Afghanistan,Cantaloupes and other melons,2020,58942.0,793496.0,13462.3
Afghanistan,Cantaloupes and other melons,2021,59437.0,763382.89,12843.6
Afghanistan,Cantaloupes and other melons,2022,70902.0,762542.69,10754.8
Afghanistan,Cantaloupes and other melons,2023,73628.0,795100.45,10798.9
Afghanistan,Figs,2019,3529.0,24319.0,6891.2
Afghanistan,Figs,2020,3219.0,15994.0,4968.6
Afghanistan,Figs,2021,10077.0,59755.66,5929.9
Afghanistan,Figs,2022,9787.0,58035.99,5929.9
Afghanistan,Figs,2023,10228.0,60651.09,5929.9
Afghanistan,Grapes,2019,89593.0,1112927.0,12422.0
Afghanistan,Grapes,2020,92584.0,993382.0,10729.5
Afghanistan,Grapes,2021,92645.0,993884.0,10727.9
Afghanistan,Grapes,2022,92600.0,909792.0,9825.0
Afghanistan,Grapes,2023,93000.0,1086000.0,11677.4
Afghanistan,Linseed,2019,38323.0,55000.0,1435.2
Afghanistan,Linseed,2020,31089.0,34216.0,1100.6
Afghanistan,Linseed,2021,31329.0,31165.0,994.8
Afghanistan,Linseed,2022,31605.0,28579.0,904.3
Afghanistan,Linseed,2023,35000.0,29000.0,828.6
Afghanistan,Maize (corn),2019,94910.0,184671.0,1945.7
Afghanistan,Maize (corn),2020,140498.0,271776.0,1934.4
Afghanistan,Maize (corn),2021,139080.0,264314.0,1900.4
Afghanistan,Maize (corn),2022,139000.0,311000.0,2237.4
Afghanistan,Maize (corn),2023,127000.0,363000.0,2858.3
Afghanistan,Millet,2019,1401.0,2714.0,1937.2
Afghanistan,Millet,2020,1437.0,1895.0,1318.7
Afghanistan,Millet,2021,979.0,1550.0,1583.2
Afghanistan,Millet,2022,1213.0,1913.0,1577.1
Afghanistan,Millet,2023,1142.0,1824.12,1597.9
Afghanistan,Mustard seed,2019,1691.0,1700.0,1005.3
Afghanistan,Mustard seed,2020,1457.0,1298.0,890.9
Afghanistan,Mustard seed,2021,1074.0,1139.0,1060.5
Afghanistan,Mustard seed,2022,1206.0,1475.0,1223.1
Afghanistan,Mustard seed,2023,1000.0,1000.0,1000.0
Afghanistan,Olives,2019,2206.0,7926.57,3593.7
Afghanistan,Olives,2020,2208.0,8021.47,3633.3
Afghanistan,Olives,2021,2207.0,7676.13,3477.7
Afghanistan,Olives,2022,2207.0,7730.68,3503.0
Afghanistan,Olives,2023,2207.0,7785.23,3527.1
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2019,18343.0,352725.0,19229.4
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2020,19351.0,326006.0,16847.0
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2021,30027.0,533000.0,17750.7
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2022,30470.0,541000.0,17755.2
Afghanistan,"Onions and shallots, dry (excluding dehydrated)",2023,34000.0,586000.0,17235.3
Afghanistan,Oranges,2019,973.0,6006.18,6172.8
Afghanistan,Oranges,2020,415.0,3001.0,7231.3
Afghanistan,Oranges,2021,1782.0,11972.44,6718.5
Afghanistan,Oranges,2022,1825.0,10611.25,5814.4
Afghanistan,Oranges,2023,1242.0,7385.04,5946.8
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2019,6117.0,29384.09,4803.7
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2020,6396.0,27772.0,4342.1
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2021,8376.0,33560.6,4006.8
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2022,8021.0,32883.72,4099.7
Afghanistan,Other berries and fruits of the genus vaccinium n.e.c.,2023,8715.0,33194.74,3808.8
Afghanistan,"Other citrus fruit, n.e.c.",2019,3391.0,30759.4,9070.9
Afghanistan,"Other citrus fruit, n.e.c.",2020,449.0,3775.0,8407.6
Afghanistan,"Other citrus fruit, n.e.c.",2021,2965.0,24752.98,8348.4
Afghanistan,"Other citrus fruit, n.e.c.",2022,2402.0,21972.26,9147.5
Afghanistan,"Other citrus fruit, n.e.c.",2023,2116.0,18960.64,8961.0
Afghanistan,"Other fruits, n.e.c.",2019,8503.0,61921.74,7282.6
Afghanistan,"Other fruits, n.e.c.",2020,8259.0,62117.47,7520.9
Afghanistan,"Other fruits, n.e.c.",2021,8337.0,61892.29,7423.7
Afghanistan,"Other fruits, n.e.c.",2022,8366.0,61977.16,7407.9
Afghanistan,"Other fruits, n.e.c.",2023,8321.0,61995.64,7450.6
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,2014.0,1730.0,858.9
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,5035.0,4300.0,854.0
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,4940.0,4200.0,850.3
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,4933.0,4137.95,838.7
Afghanistan,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,4643.0,3841.07,827.2
Afghanistan,Other pulses n.e.c.,2019,67114.0,44132.56,657.6
Afghanistan,Other pulses n.e.c.,2020,69104.0,43855.34,634.6
Afghanistan,Other pulses n.e.c.,2021,80936.0,49161.04,607.4
Afghanistan,Other pulses n.e.c.,2022,88071.0,51525.81,585.1
Afghanistan,Other pulses n.e.c.,2023,83785.0,47145.41,562.7
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2019,7558.0,20.0,2.6
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2020,7716.0,20.0,2.6
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2021,8410.0,11.0,1.3
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2022,7629.0,10.89,1.4
Afghanistan,"Other stimulant, spice and aromatic crops, n.e.c.",2023,9856.0,17.88,1.8
Afghanistan,Other stone fruits,2019,6880.0,48484.61,7047.4
Afghanistan,Other stone fruits,2020,7104.0,50085.44,7050.1
Afghanistan,Other stone fruits,2021,6941.0,48924.66,7048.9
Afghanistan,Other stone fruits,2022,6975.0,49164.9,7048.9
Afghanistan,Other stone fruits,2023,7007.0,49391.67,7049.3
Afghanistan,"Other vegetables, fresh n.e.c.",2019,41561.0,377817.29,9090.7
Afghanistan,"Other vegetables, fresh n.e.c.",2020,65651.0,596012.04,9078.5
Afghanistan,"Other vegetables, fresh n.e.c.",2021,84517.0,762402.53,9020.7
Afghanistan,"Other vegetables, fresh n.e.c.",2022,84434.0,759490.58,8995.0
Afghanistan,"Other vegetables, fresh n.e.c.",2023,80619.0,723106.76,8969.5
Afghanistan,Peaches and nectarines,2019,8076.0,61361.0,7597.9
Afghanistan,Peaches and nectarines,2020,6735.0,70012.0,10395.2
Afghanistan,Peaches and nectarines,2021,10160.0,102560.0,10094.5
Afghanistan,Peaches and nectarines,2022,10060.0,101459.0,10085.4
Afghanistan,Peaches and nectarines,2023,11602.0,106311.7,9163.4
Afghanistan,Pears,2019,2473.0,6966.0,2816.8
Afghanistan,Pears,2020,2245.0,18020.0,8026.7
Afghanistan,Pears,2021,4003.0,32000.0,7994.0
Afghanistan,Pears,2022,4000.0,32000.0,8000.0
Afghanistan,Pears,2023,4000.0,28000.0,7000.0
Afghanistan,"Pistachios, in shell",2019,2214.0,2793.78,1262.0
Afghanistan,"Pistachios, in shell",2020,2177.0,2796.27,1284.5
Afghanistan,"Pistachios, in shell",2021,2165.0,2784.09,1285.7
Afghanistan,"Pistachios, in shell",2022,2153.0,2793.21,1297.2
Afghanistan,"Pistachios, in shell",2023,2141.0,2801.74,1308.8
Afghanistan,Plums and sloes,2019,3629.0,38321.0,10559.7
Afghanistan,Plums and sloes,2020,3128.0,29872.0,9549.9
Afghanistan,Plums and sloes,2021,6508.0,57304.27,8805.2
Afghanistan,Plums and sloes,2022,6385.0,55254.9,8653.9
Afghanistan,Plums and sloes,2023,5449.0,47041.32,8633.6
Afghanistan,Potatoes,2019,57066.0,921122.0,16141.3
Afghanistan,Potatoes,2020,53674.0,855395.0,15936.9
Afghanistan,Potatoes,2021,55706.0,879371.0,15785.9
Afghanistan,Potatoes,2022,56000.0,889000.0,15875.0
Afghanistan,Potatoes,2023,61000.0,889000.0,14573.8
Afghanistan,Rice,2019,127530.0,570900.0,4476.6
Afghanistan,Rice,2020,147555.0,655400.0,4441.7
Afghanistan,Rice,2021,141222.0,622300.0,4406.5
Afghanistan,Rice,2022,128000.0,592000.0,4625.0
Afghanistan,Rice,2023,129000.0,597000.0,4627.9
Afghanistan,"Seed cotton, unginned",2019,49371.0,73120.0,1481.0
Afghanistan,"Seed cotton, unginned",2020,56740.0,74062.0,1305.3
Afghanistan,"Seed cotton, unginned",2021,56882.0,77680.0,1365.6
Afghanistan,"Seed cotton, unginned",2022,54896.0,72493.0,1320.6
Afghanistan,"Seed cotton, unginned",2023,51906.0,68449.1,1318.7
Afghanistan,Sesame seed,2019,71081.0,33139.0,466.2
Afghanistan,Sesame seed,2020,64862.0,41855.0,645.3
Afghanistan,Sesame seed,2021,27472.0,19000.0,691.6
Afghanistan,Sesame seed,2022,48793.0,41871.0,858.1
Afghanistan,Sesame seed,2023,20000.0,14000.0,700.0
Afghanistan,Soya beans,2022,1828.0,2906.0,1589.7
Afghanistan,Soya beans,2023,3000.0,6000.0,2000.0
Afghanistan,Sugar beet,2019,616.0,9284.0,15071.4
Afghanistan,Sugar beet,2020,347.0,5032.0,14501.4
Afghanistan,Sugar beet,2021,350.0,5196.0,14845.7
Afghanistan,Sugar beet,2022,343.0,5776.0,16839.7
Afghanistan,Sugar beet,2023,300.0,6000.0,20000.0
Afghanistan,Sugar cane,2019,1653.0,36538.0,22104.1
Afghanistan,Sugar cane,2020,1541.0,40292.0,26146.7
Afghanistan,Sugar cane,2021,1582.0,41434.0,26190.9
Afghanistan,Sugar cane,2022,1705.0,58394.0,34248.7
Afghanistan,Sugar cane,2023,2000.0,56000.0,28000.0
Afghanistan,Sunflower seed,2019,981.0,882.0,899.1
Afghanistan,Sunflower seed,2020,362.0,387.0,1069.1
Afghanistan,Sunflower seed,2021,599.0,693.52,1157.8
Afghanistan,Sunflower seed,2022,678.0,759.92,1120.8
Afghanistan,Sunflower seed,2023,1000.0,1067.94,1067.9
Afghanistan,"Walnuts, in shell",2019,5025.0,14690.0,2923.4
Afghanistan,"Walnuts, in shell",2020,5206.0,14877.0,2857.7
Afghanistan,"Walnuts, in shell",2021,8301.0,23360.0,2814.1
Afghanistan,"Walnuts, in shell",2022,8301.0,19560.0,2356.3
Afghanistan,"Walnuts, in shell",2023,8000.0,27000.0,3375.0
Afghanistan,Watermelons,2019,48298.0,846990.0,17536.8
Afghanistan,Watermelons,2020,66244.0,990318.0,14949.6
Afghanistan,Watermelons,2021,66108.0,935859.12,14156.5
Afghanistan,Watermelons,2022,60768.0,891291.27,14667.2
Afghanistan,Watermelons,2023,61591.0,943668.36,15321.6
Afghanistan,Wheat,2019,2334000.0,4890000.0,2095.1
Afghanistan,Wheat,2020,2668000.0,5185000.0,1943.4
Afghanistan,Wheat,2021,2046564.0,4017657.0,1963.1
Afghanistan,Wheat,2022,1859339.0,3802895.0,2045.3
Afghanistan,Wheat,2023,2003070.0,4300000.0,2146.7
Albania,Apples,2019,4407.0,107713.0,24441.3
Albania,Apples,2020,4420.0,102167.0,23114.7
Albania,Apples,2021,4242.0,111247.2,26225.8
Albania,Apples,2022,4294.0,103645.0,24137.2
Albania,Apples,2023,4365.0,97273.87,22284.2
Albania,Apricots,2019,341.0,4875.0,14296.2
Albania,Apricots,2020,344.0,5143.0,14950.6
Albania,Apricots,2021,345.0,5056.7,14657.1
Albania,Apricots,2022,364.0,5500.0,15109.9
Albania,Apricots,2023,354.0,5578.33,15751.3
Albania,Barley,2019,2742.0,7942.0,2896.4
Albania,Barley,2020,3771.0,12645.0,3353.2
Albania,Barley,2021,5071.0,15310.0,3019.1
Albania,Barley,2022,5597.0,19014.0,3397.2
Albania,Barley,2023,6260.0,21178.8,3383.2
Albania,Cantaloupes and other melons,2019,1502.0,40713.0,27105.9
Albania,Cantaloupes and other melons,2020,1722.0,50164.0,29131.2
Albania,Cantaloupes and other melons,2021,1644.0,50669.1,30826.2
Albania,Cantaloupes and other melons,2022,1775.0,56420.7,31788.1
Albania,Cantaloupes and other melons,2023,1721.0,52062.3,30248.0
Albania,Figs,2019,1489.0,22024.0,14791.1
Albania,Figs,2020,1504.0,21889.0,14553.9
Albania,Figs,2021,1508.0,24095.46,15981.6
Albania,Figs,2022,1516.0,23464.0,15477.6
Albania,Figs,2023,1518.0,23350.24,15379.6
Albania,Grapes,2019,10255.0,189904.0,18518.2
Albania,Grapes,2020,10455.0,199069.0,19040.6
Albania,Grapes,2021,10548.0,212011.0,20100.2
Albania,Grapes,2022,10652.0,217883.0,20454.7
Albania,Grapes,2023,9822.0,179705.3,18296.6
Albania,Maize (corn),2019,55148.0,388951.0,7052.9
Albania,Maize (corn),2020,56727.0,399125.0,7035.9
Albania,Maize (corn),2021,58288.0,414270.8,7107.3
Albania,Maize (corn),2022,56617.0,401419.0,7090.1
Albania,Maize (corn),2023,55570.0,409115.9,7362.2
Albania,Olives,2019,47136.0,98313.0,2085.7
Albania,Olives,2020,48102.0,131971.0,2743.6
Albania,Olives,2021,48723.0,110164.5,2261.0
Albania,Olives,2022,49476.0,157710.0,3187.6
Albania,Olives,2023,50404.0,117618.05,2333.5
Albania,"Onions and shallots, dry (excluding dehydrated)",2019,5236.0,109368.0,20887.7
Albania,"Onions and shallots, dry (excluding dehydrated)",2020,5179.0,104333.0,20145.4
Albania,"Onions and shallots, dry (excluding dehydrated)",2021,5259.0,108276.2,20588.7
Albania,"Onions and shallots, dry (excluding dehydrated)",2022,5433.0,108913.2,20046.6
Albania,"Onions and shallots, dry (excluding dehydrated)",2023,5357.0,117109.9,21859.9
Albania,Oranges,2019,233.0,11556.0,49596.6
Albania,Oranges,2020,239.0,12436.0,52033.5
Albania,Oranges,2021,240.0,12724.7,53019.6
Albania,Oranges,2022,240.0,14294.0,59558.3
Albania,Oranges,2023,246.0,14635.5,59615.1
Albania,"Other citrus fruit, n.e.c.",2019,1.0,16.0,25679.0
Albania,"Other citrus fruit, n.e.c.",2020,1.0,16.0,27021.8
Albania,"Other citrus fruit, n.e.c.",2021,1.0,13.5,26047.3
Albania,"Other fruits, n.e.c.",2019,121.0,3331.0,27528.9
Albania,"Other fruits, n.e.c.",2020,125.0,3345.0,26760.0
Albania,"Other fruits, n.e.c.",2021,122.0,3133.8,25686.9
Albania,"Other fruits, n.e.c.",2022,123.0,3186.0,25902.4
Albania,"Other fruits, n.e.c.",2023,150.0,3840.8,25656.6
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,946.0,8354.0,8830.9
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,1015.0,9372.0,9233.5
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,1097.0,9899.0,9027.8
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,1194.0,11561.0,9682.6
Albania,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,1411.0,12636.0,8955.1
Albania,Other pulses n.e.c.,2019,1142.0,699.84,612.9
Albania,Other pulses n.e.c.,2020,1162.0,716.02,616.4
Albania,Other pulses n.e.c.,2021,1166.0,716.44,614.4
Albania,Other pulses n.e.c.,2022,1173.0,722.41,615.9
Albania,Other pulses n.e.c.,2023,1180.0,718.29,608.8
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2019,398.0,353.87,888.3
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2020,405.0,349.33,861.7
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2021,400.0,350.99,876.9
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2022,403.0,351.39,871.9
Albania,"Other stimulant, spice and aromatic crops, n.e.c.",2023,406.0,350.57,864.1
Albania,"Other vegetables, fresh n.e.c.",2019,1512.0,24317.0,16082.7
Albania,"Other vegetables, fresh n.e.c.",2020,1650.0,28706.0,17397.6
Albania,"Other vegetables, fresh n.e.c.",2021,1628.0,29395.9,18058.7
Albania,"Other vegetables, fresh n.e.c.",2022,1809.0,38802.5,21453.3
Albania,"Other vegetables, fresh n.e.c.",2023,1573.0,32311.9,20542.4
Albania,Peaches and nectarines,2019,1243.0,19884.0,15996.8
Albania,Peaches and nectarines,2020,1267.0,20392.0,16094.7
Albania,Peaches and nectarines,2021,1281.0,20611.8,16087.9
Albania,Peaches and nectarines,2022,1305.0,22472.0,17219.9
Albania,Peaches and nectarines,2023,1318.0,22936.9,17397.5
Albania,Pears,2019,759.0,14107.0,18586.3
Albania,Pears,2020,776.0,14346.0,18487.1
Albania,Pears,2021,781.0,14243.7,18247.1
Albania,Pears,2022,794.0,14975.0,18860.2
Albania,Pears,2023,811.0,14762.58,18204.3
Albania,Plums and sloes,2019,2626.0,40928.0,15585.7
Albania,Plums and sloes,2020,2644.0,41708.0,15774.6
Albania,Plums and sloes,2021,2659.0,41186.1,15492.2
Albania,Plums and sloes,2022,2663.0,45141.0,16951.2
Albania,Plums and sloes,2023,2681.0,39837.26,14859.7
Albania,Potatoes,2019,10164.0,260661.0,25645.5
Albania,Potatoes,2020,9701.0,254886.0,26274.2
Albania,Potatoes,2021,10378.0,258862.0,24943.3
Albania,Potatoes,2022,9910.0,262673.0,26505.9
Albania,Potatoes,2023,10068.0,274188.2,27233.1
Albania,"Seed cotton, unginned",2019,707.0,783.26,1107.8
Albania,"Seed cotton, unginned",2020,729.0,807.75,1108.0
Albania,"Seed cotton, unginned",2021,725.0,803.67,1108.0
Albania,"Seed cotton, unginned",2022,720.0,798.23,1107.9
Albania,"Seed cotton, unginned",2023,725.0,803.22,1108.0
Albania,Soya beans,2019,219.0,605.0,2762.6
Albania,Soya beans,2020,171.0,441.0,2578.9
Albania,Soya beans,2021,155.0,373.0,2414.2
Albania,Soya beans,2022,239.0,686.0,2870.3
Albania,Soya beans,2023,181.0,519.1,2863.2
Albania,Sugar beet,2019,805.0,30705.0,38142.9
Albania,Sugar beet,2020,837.0,26964.0,32215.1
Albania,Sugar beet,2021,757.0,24422.0,32282.9
Albania,Sugar beet,2022,659.0,21253.0,32250.4
Albania,Sugar beet,2023,642.0,20446.0,31847.4
Albania,Sunflower seed,2019,439.0,1013.0,2307.5
Albania,Sunflower seed,2020,542.0,1259.0,2322.9
Albania,Sunflower seed,2021,389.0,925.5,2379.2
Albania,Sunflower seed,2022,333.0,789.0,2369.4
Albania,Sunflower seed,2023,327.0,770.0,2354.7
Albania,Watermelons,2019,5809.0,259697.0,44706.0
Albania,Watermelons,2020,5453.0,248724.0,45612.3
Albania,Watermelons,2021,5880.0,270944.1,46082.1
Albania,Watermelons,2022,5470.0,256798.2,46946.7
Albania,Watermelons,2023,5848.0,281354.0,48111.6
Albania,Wheat,2019,57330.0,233218.0,4068.0
Albania,Wheat,2020,53946.0,233430.0,4327.1
Albania,Wheat,2021,54514.0,225170.9,4130.5
Albania,Wheat,2022,54267.0,233145.0,4296.3
Albania,Wheat,2023,57620.0,233584.68,4053.9
Albania,"Beans, dry",2019,13550.0,24782.0,1828.9
Albania,"Beans, dry",2020,13346.0,25762.0,1930.3
Albania,"Beans, dry",2021,13363.0,22418.0,1677.6
Albania,"Beans, dry",2022,12993.0,21770.0,1675.5
Albania,"Beans, dry",2023,12197.0,23307.2,1910.9
Albania,"Broad beans and horse beans, dry",2019,174.0,208.36,1200.8
Albania,"Broad beans and horse beans, dry",2020,174.0,208.81,1200.5
Albania,"Broad beans and horse beans, dry",2021,174.0,207.72,1191.9
Albania,"Broad beans and horse beans, dry",2022,176.0,207.91,1181.9
Albania,"Broad beans and horse beans, dry",2023,175.0,208.1,1191.1
Albania,"Broad beans and horse beans, green",2019,27.0,132.67,4993.6
Albania,"Broad beans and horse beans, green",2020,26.0,130.22,4992.1
Albania,"Broad beans and horse beans, green",2021,26.0,127.63,4991.8
Albania,"Broad beans and horse beans, green",2022,26.0,130.17,4992.5
Albania,"Broad beans and horse beans, green",2023,26.0,129.34,4992.1
Albania,Cabbages,2019,2023.0,70411.0,34805.2
Albania,Cabbages,2020,1813.0,64951.0,35825.2
Albania,Cabbages,2021,1992.0,69126.9,34700.5
Albania,Cabbages,2022,1970.0,66696.0,33855.8
Albania,Cabbages,2023,1948.0,68705.2,35277.8
Albania,Carrots and turnips,2019,423.0,13571.0,32082.7
Albania,Carrots and turnips,2020,415.0,11794.0,28419.3
Albania,Carrots and turnips,2021,356.0,10080.4,28347.6
Albania,Carrots and turnips,2022,324.0,9538.8,29486.2
Albania,Carrots and turnips,2023,425.0,16122.2,37953.3
Albania,Cauliflowers and broccoli,2019,342.0,7908.0,23122.8
Albania,Cauliflowers and broccoli,2020,332.0,7206.0,21704.8
Albania,Cauliflowers and broccoli,2021,324.0,7317.7,22606.4
Albania,Cauliflowers and broccoli,2022,383.0,7676.0,20049.6
Albania,Cauliflowers and broccoli,2023,355.0,7373.5,20767.5
Albania,Cherries,2019,2203.0,19681.0,8933.7
Albania,Cherries,2020,2237.0,20471.0,9151.1
Albania,Cherries,2021,2255.0,22049.9,9779.1
Albania,Cherries,2022,2280.0,24357.0,10682.9
Albania,Cherries,2023,2315.0,19695.6,8508.4
Albania,"Chestnuts, in shell",2019,2406.0,5846.0,2429.8
Albania,"Chestnuts, in shell",2020,2407.0,5616.0,2333.2
Albania,"Chestnuts, in shell",2021,2409.0,5090.7,2113.6
Albania,"Chestnuts, in shell",2022,2412.0,6022.0,2496.7
Albania,"Chestnuts, in shell",2023,2429.0,6343.6,2612.1
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,3055.0,85061.0,27843.2
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,3367.0,103056.0,30607.7
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,3220.0,99334.9,30850.3
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,3148.0,97017.5,30818.8
Albania,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,3179.0,104982.3,33022.3
Albania,Cucumbers and gherkins,2019,2654.0,126632.0,47713.6
Albania,Cucumbers and gherkins,2020,2499.0,113685.0,45492.2
Albania,Cucumbers and gherkins,2021,2565.0,118171.0,46074.2
Albania,Cucumbers and gherkins,2022,2722.0,129896.1,47727.8
Albania,Cucumbers and gherkins,2023,2725.0,128844.9,47289.1
Albania,Dates,2019,485.0,14035.0,28938.1
Albania,Dates,2020,487.0,14571.0,29919.9
Albania,Dates,2021,489.0,14454.5,29565.4
Albania,Dates,2022,490.0,14868.0,30342.9
Albania,Dates,2023,490.0,14916.0,30440.8
Albania,Eggplants (aubergines),2019,1190.0,31122.0,26152.9
Albania,Eggplants (aubergines),2020,1225.0,34680.0,28310.2
Albania,Eggplants (aubergines),2021,1276.0,35425.1,27764.8
Albania,Eggplants (aubergines),2022,1180.0,33889.5,28722.3
Albania,Eggplants (aubergines),2023,1157.0,33228.5,28731.5
Albania,Green garlic,2019,989.0,15056.0,15223.5
Albania,Green garlic,2020,1259.0,20722.0,16459.1
Albania,Green garlic,2021,1117.0,18520.5,16588.0
Albania,Green garlic,2022,1174.0,19038.7,16218.3
Albania,Green garlic,2023,1062.0,16608.58,15643.4
Albania,Hop cones,2019,2422.0,1841.54,760.3
Albania,Hop cones,2020,2386.0,1810.08,758.7
Albania,Hop cones,2021,2387.0,1809.91,758.3
Albania,Hop cones,2022,2398.0,1820.51,759.1
Albania,Hop cones,2023,2390.0,1813.5,758.7
Albania,Leeks and other alliaceous vegetables,2019,1531.0,36894.0,24098.0
Albania,Leeks and other alliaceous vegetables,2020,1484.0,36422.0,24543.1
Albania,Leeks and other alliaceous vegetables,2021,1526.0,36937.6,24202.3
Albania,Leeks and other alliaceous vegetables,2022,1550.0,39124.5,25248.1
Albania,Leeks and other alliaceous vegetables,2023,1743.0,46357.2,26596.2
Albania,Lemons and limes,2019,87.0,4075.0,46911.5
Albania,Lemons and limes,2020,65.0,4589.88,70613.5
Albania,Lemons and limes,2021,69.0,4910.7,71169.6
Albania,Lemons and limes,2022,85.0,5782.0,68023.5
Albania,Lemons and limes,2023,89.0,6038.79,68157.9
Albania,Lettuce and chicory,2019,1440.0,21502.0,14931.9
Albania,Lettuce and chicory,2020,1625.0,25155.0,15480.0
Albania,Lettuce and chicory,2021,1576.0,23619.5,14984.1
Albania,Lettuce and chicory,2022,1669.0,36379.0,21791.7
Albania,Lettuce and chicory,2023,1698.0,24889.45,14657.4
Albania,Oats,2019,15800.0,33382.0,2112.8
Albania,Oats,2020,15545.0,35579.0,2288.8
Albania,Oats,2021,15146.0,33082.0,2184.2
Albania,Oats,2022,15045.0,34157.0,2270.3
Albania,Oats,2023,14927.0,34422.5,2306.1
Albania,Okra,2019,696.0,8007.54,11502.7
Albania,Okra,2020,701.0,8121.39,11582.2
Albania,Okra,2021,723.0,8154.18,11275.4
Albania,Okra,2022,722.0,8094.37,11205.8
Albania,Okra,2023,722.0,8123.31,11257.2
Albania,"Onions and shallots, green",2019,1924.0,40261.0,20925.7
Albania,"Onions and shallots, green",2020,2284.0,49427.0,21640.5
Albania,"Onions and shallots, green",2021,2191.0,49910.9,22780.0
Albania,"Onions and shallots, green",2022,2302.0,51546.6,22388.2
Albania,"Onions and shallots, green",2023,2179.0,48161.1,22101.1
Albania,"Other beans, green",2019,980.0,12248.0,12498.0
Albania,"Other beans, green",2020,970.0,11764.0,12127.8
Albania,"Other beans, green",2021,1016.0,13082.6,12881.6
Albania,"Other beans, green",2022,1014.0,13203.0,13023.3
Albania,"Other beans, green",2023,1044.0,14691.14,14076.0
