Area,Item,Year,Area_Harvested_ha,Production_tons,Yield_kg_ha
Nigeria,"Coconuts, in shell",2021,34600.0,271300.0,7841.0
Nigeria,"Coconuts, in shell",2022,34151.0,271300.0,7944.2
Nigeria,"Coconuts, in shell",2023,33774.0,271791.07,8047.4
Nigeria,Plantains and cooking bananas,2019,497993.0,3278167.69,6582.8
Nigeria,Natural rubber in primary forms,2019,149555.0,56300.0,376.4
Nigeria,Natural rubber in primary forms,2020,136776.0,51300.0,375.1
Nigeria,Natural rubber in primary forms,2021,150627.0,57200.0,379.7
Nigeria,Natural rubber in primary forms,2022,153701.0,58400.0,380.0
Nigeria,Natural rubber in primary forms,2023,163610.0,62200.0,380.2
Nigeria,Fonio,2019,176423.0,85758.79,486.1
Nigeria,Fonio,2020,174442.0,85302.15,489.0
Nigeria,Fonio,2021,172897.0,85094.85,492.2
Nigeria,Fonio,2022,171403.0,84170.0,491.1
Nigeria,Fonio,2023,173230.0,84875.85,490.0
Nigeria,Karite nuts (sheanuts),2019,397969.0,366867.11,921.8
Nigeria,Karite nuts (sheanuts),2020,400742.0,347923.81,868.2
Nigeria,Karite nuts (sheanuts),2021,399685.0,340959.43,853.1
Nigeria,Karite nuts (sheanuts),2022,399466.0,351916.78,881.0
Nigeria,Karite nuts (sheanuts),2023,399964.0,346933.34,867.4
Nigeria,Kola nuts,2019,243168.0,169203.48,695.8
Nigeria,Kola nuts,2020,219892.0,170461.92,775.2
Nigeria,Kola nuts,2021,228699.0,173825.16,760.1
Nigeria,Kola nuts,2022,280559.0,183405.14,653.7
Nigeria,Kola nuts,2023,281652.0,188703.54,670.0
Nigeria,"Cow peas, dry",2019,4931320.0,4064710.0,824.3
Nigeria,"Cow peas, dry",2020,4973530.0,4132850.0,831.0
Nigeria,"Cow peas, dry",2021,5041990.0,4213100.0,835.6
Nigeria,"Cow peas, dry",2022,4894274.0,4202328.2,858.6
Nigeria,"Cow peas, dry",2023,4984907.0,4292073.51,861.0
Nigeria,Melonseed,2019,875163.0,567565.7,648.5
Nigeria,Melonseed,2020,910140.0,573318.87,629.9
Nigeria,Melonseed,2021,895457.0,575323.27,642.5
Nigeria,Melonseed,2022,893587.0,572069.28,640.2
Nigeria,Melonseed,2023,899728.0,573570.47,637.5
Niue,"Other fruits, n.e.c.",2019,1120.0,480.21,428.9
Niue,"Other fruits, n.e.c.",2020,1109.0,479.49,432.2
Niue,"Other fruits, n.e.c.",2021,1111.0,479.64,431.6
Niue,"Other fruits, n.e.c.",2022,1113.0,479.78,430.9
Niue,"Other fruits, n.e.c.",2023,1111.0,479.63,431.6
Niue,"Other vegetables, fresh n.e.c.",2019,22.0,144.32,6658.0
Niue,"Other vegetables, fresh n.e.c.",2020,22.0,146.16,6657.5
Niue,"Other vegetables, fresh n.e.c.",2021,22.0,147.12,6659.3
Niue,"Other vegetables, fresh n.e.c.",2022,22.0,148.26,6660.3
Niue,"Other vegetables, fresh n.e.c.",2023,22.0,147.18,6562.7
Niue,Lemons and limes,2019,28.0,107.63,3853.3
Niue,Lemons and limes,2020,28.0,107.8,3829.1
Niue,Lemons and limes,2021,28.0,108.06,3857.1
Niue,Lemons and limes,2022,28.0,108.29,3862.8
Niue,Lemons and limes,2023,28.0,108.52,3866.3
Niue,Bananas,2019,41.0,81.56,1978.5
Niue,Bananas,2020,41.0,81.73,1980.5
Niue,Bananas,2021,41.0,81.87,1981.3
Niue,Bananas,2022,41.0,82.04,1979.0
Niue,Bananas,2023,42.0,82.21,1976.7
Niue,"Cassava, fresh",2019,7.0,43.69,6163.4
Niue,"Cassava, fresh",2020,7.0,43.94,6412.7
Niue,"Cassava, fresh",2021,7.0,43.96,6518.6
Niue,"Cassava, fresh",2022,7.0,44.16,6612.2
Niue,"Cassava, fresh",2023,7.0,44.36,6705.8
Niue,Sweet potatoes,2019,16.0,251.27,15417.2
Niue,Sweet potatoes,2020,16.0,251.36,15357.7
Niue,Sweet potatoes,2021,17.0,251.32,15195.0
Niue,Sweet potatoes,2022,17.0,251.44,15064.3
Niue,Sweet potatoes,2023,17.0,251.55,14933.6
Niue,"Other tropical fruits, n.e.c.",2019,232.0,230.03,991.3
Niue,"Other tropical fruits, n.e.c.",2020,227.0,224.96,991.9
Niue,"Other tropical fruits, n.e.c.",2021,229.0,226.62,991.5
Niue,"Other tropical fruits, n.e.c.",2022,229.0,227.2,991.5
Niue,"Other tropical fruits, n.e.c.",2023,228.0,226.26,991.6
Niue,Taro,2019,453.0,2996.9,6622.1
Niue,Taro,2020,442.0,2920.08,6600.2
Niue,Taro,2021,442.0,2906.51,6577.1
Niue,Taro,2022,441.0,2894.49,6564.8
Niue,Taro,2023,440.0,2882.47,6552.5
Niue,Yams,2019,141.0,164.04,1166.9
Niue,Yams,2020,145.0,162.63,1124.2
Niue,Yams,2021,144.0,163.08,1131.3
Niue,Yams,2022,145.0,163.25,1129.6
Niue,Yams,2023,145.0,162.99,1124.9
Niue,"Coconuts, in shell",2019,4121.0,3600.0,873.6
Niue,"Coconuts, in shell",2020,4067.0,3600.0,885.1
Niue,"Coconuts, in shell",2021,4074.0,3600.0,883.5
Niue,"Coconuts, in shell",2022,4052.0,3600.0,888.4
Niue,"Coconuts, in shell",2023,4037.0,3606.32,893.2
North Macedonia,"Almonds, in shell",2019,364.0,568.0,1561.4
North Macedonia,"Almonds, in shell",2020,511.0,801.0,1566.5
North Macedonia,"Almonds, in shell",2021,403.0,633.0,1569.4
North Macedonia,"Almonds, in shell",2022,510.0,801.0,1571.5
North Macedonia,"Almonds, in shell",2023,261.0,411.0,1573.7
North Macedonia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,1364.0,1497.42,1097.5
North Macedonia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,1395.0,1532.47,1098.7
North Macedonia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,1436.0,1576.63,1097.6
North Macedonia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,1399.0,1535.51,1097.9
North Macedonia,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,1410.0,1548.2,1098.1
North Macedonia,Apples,2019,10992.0,88701.0,8069.4
North Macedonia,Apples,2020,12857.0,105794.0,8228.7
North Macedonia,Apples,2021,11082.0,92863.0,8379.3
North Macedonia,Apples,2022,19699.0,164530.0,8352.2
North Macedonia,Apples,2023,9646.0,80283.0,8322.8
North Macedonia,Apricots,2019,616.0,6070.0,9860.4
North Macedonia,Apricots,2020,341.0,3434.0,10083.6
North Macedonia,Apricots,2021,266.0,2584.0,9718.9
North Macedonia,Apricots,2022,542.0,5312.0,9796.6
North Macedonia,Apricots,2023,346.0,3417.0,9874.4
North Macedonia,Barley,2019,43941.0,138453.0,3150.9
North Macedonia,Barley,2020,44995.0,147711.0,3282.8
North Macedonia,Barley,2021,47683.0,151435.0,3175.9
North Macedonia,Barley,2022,45429.0,137691.0,3030.9
North Macedonia,Barley,2023,45580.0,145019.0,3181.6
North Macedonia,Cantaloupes and other melons,2019,58.0,1162.18,20000.0
North Macedonia,Cantaloupes and other melons,2020,57.0,1143.1,20000.1
North Macedonia,Cantaloupes and other melons,2021,57.0,1149.23,20000.1
North Macedonia,Cantaloupes and other melons,2022,58.0,1151.5,20000.1
North Macedonia,Cantaloupes and other melons,2023,57.0,1147.95,20000.1
North Macedonia,Figs,2019,37.0,626.0,16976.7
North Macedonia,Figs,2020,51.0,879.0,17379.7
North Macedonia,Figs,2021,52.0,894.0,17186.1
North Macedonia,Figs,2022,44.0,761.0,17316.8
North Macedonia,Figs,2023,52.0,906.0,17444.2
North Macedonia,Grapes,2019,23996.0,258960.0,10791.8
North Macedonia,Grapes,2020,23709.0,317550.0,13393.6
North Macedonia,Grapes,2021,23776.0,269131.0,11319.4
North Macedonia,Grapes,2022,23047.0,265556.0,11522.4
North Macedonia,Grapes,2023,21972.0,149006.0,6781.6
North Macedonia,Maize (corn),2019,34672.0,148058.0,4270.2
North Macedonia,Maize (corn),2020,32555.0,149685.0,4597.9
North Macedonia,Maize (corn),2021,30827.0,134036.0,4348.0
North Macedonia,Maize (corn),2022,30769.0,146980.0,4776.9
North Macedonia,Maize (corn),2023,29077.0,133176.0,4580.1
North Macedonia,Millet,2019,24.0,32.71,1343.8
North Macedonia,Millet,2020,25.0,32.94,1333.9
North Macedonia,Millet,2021,25.0,33.02,1331.6
North Macedonia,Millet,2022,25.0,32.89,1336.4
North Macedonia,Millet,2023,25.0,32.95,1334.0
North Macedonia,Olives,2019,5349.0,11645.56,2177.1
North Macedonia,Olives,2020,5374.0,11744.73,2185.3
North Macedonia,Olives,2021,5440.0,11890.52,2185.8
North Macedonia,Olives,2022,5429.0,11813.89,2175.9
North Macedonia,Olives,2023,5421.0,11742.33,2165.9
North Macedonia,"Onions and shallots, dry (excluding dehydrated)",2019,3562.0,59314.0,16651.9
North Macedonia,"Onions and shallots, dry (excluding dehydrated)",2020,3622.0,63447.0,17517.1
North Macedonia,"Onions and shallots, dry (excluding dehydrated)",2021,3622.0,63861.0,17631.4
North Macedonia,"Onions and shallots, dry (excluding dehydrated)",2022,3494.0,66246.0,18959.9
North Macedonia,"Onions and shallots, dry (excluding dehydrated)",2023,3385.0,61030.0,18029.5
North Macedonia,"Other fruits, n.e.c.",2019,513.0,1418.22,2765.4
North Macedonia,"Other fruits, n.e.c.",2020,515.0,1399.3,2719.2
North Macedonia,"Other fruits, n.e.c.",2021,519.0,1405.83,2711.3
North Macedonia,"Other fruits, n.e.c.",2022,521.0,1407.78,2704.3
North Macedonia,"Other fruits, n.e.c.",2023,523.0,1404.3,2687.2
North Macedonia,Other pulses n.e.c.,2019,105.0,110.71,1050.7
North Macedonia,Other pulses n.e.c.,2020,102.0,110.93,1092.6
North Macedonia,Other pulses n.e.c.,2021,100.0,109.05,1086.2
North Macedonia,Other pulses n.e.c.,2022,100.0,109.7,1091.7
North Macedonia,Other pulses n.e.c.,2023,101.0,110.35,1097.2
North Macedonia,"Other stimulant, spice and aromatic crops, n.e.c.",2019,92.0,197.05,2137.6
North Macedonia,"Other stimulant, spice and aromatic crops, n.e.c.",2020,94.0,192.35,2056.8
North Macedonia,"Other stimulant, spice and aromatic crops, n.e.c.",2021,90.0,193.13,2141.0
North Macedonia,"Other stimulant, spice and aromatic crops, n.e.c.",2022,90.0,194.18,2161.7
North Macedonia,"Other stimulant, spice and aromatic crops, n.e.c.",2023,89.0,193.22,2159.9
North Macedonia,"Other vegetables, fresh n.e.c.",2019,1678.0,23977.94,14290.4
North Macedonia,"Other vegetables, fresh n.e.c.",2020,1655.0,23765.65,14363.4
North Macedonia,"Other vegetables, fresh n.e.c.",2021,1659.0,23805.32,14348.5
North Macedonia,"Other vegetables, fresh n.e.c.",2022,1664.0,23849.64,14333.9
North Macedonia,"Other vegetables, fresh n.e.c.",2023,1659.0,23806.87,14348.6
North Macedonia,Peaches and nectarines,2019,1597.0,12003.0,7515.6
North Macedonia,Peaches and nectarines,2020,1690.0,12765.0,7551.8
North Macedonia,Peaches and nectarines,2021,818.0,6205.0,7586.8
North Macedonia,Peaches and nectarines,2022,1620.0,12311.0,7598.4
North Macedonia,Peaches and nectarines,2023,809.0,6157.0,7609.9
North Macedonia,Pears,2019,6362.0,8048.0,1265.0
North Macedonia,Pears,2020,4772.0,8790.0,1842.1
North Macedonia,Pears,2021,7580.0,6631.0,874.8
North Macedonia,Pears,2022,5606.0,10327.0,1842.1
North Macedonia,Pears,2023,3298.0,6075.0,1842.1
North Macedonia,Plums and sloes,2019,8481.0,32303.0,3809.0
North Macedonia,Plums and sloes,2020,9163.0,34983.0,3817.8
North Macedonia,Plums and sloes,2021,7185.0,27031.0,3762.3
North Macedonia,Plums and sloes,2022,10788.0,39512.0,3662.6
North Macedonia,Plums and sloes,2023,5988.0,21313.0,3559.1
North Macedonia,Potatoes,2019,13269.0,190527.0,14358.8
North Macedonia,Potatoes,2020,12911.0,193426.0,14981.5
North Macedonia,Potatoes,2021,12613.0,179815.0,14256.3
North Macedonia,Potatoes,2022,12521.0,196886.0,15724.5
North Macedonia,Potatoes,2023,12255.0,184181.0,15029.0
North Macedonia,Rice,2019,3481.0,21278.0,6112.6
North Macedonia,Rice,2020,3177.0,19518.0,6143.5
North Macedonia,Rice,2021,3111.0,18962.0,6095.1
North Macedonia,Rice,2022,3114.0,18981.0,6095.4
North Macedonia,Rice,2023,3162.0,19997.0,6324.2
North Macedonia,Sesame seed,2019,40.0,42.7,1075.0
North Macedonia,Sesame seed,2020,41.0,42.04,1037.0
North Macedonia,Sesame seed,2021,42.0,42.36,1019.1
North Macedonia,Sesame seed,2022,42.0,42.37,1006.8
North Macedonia,Sesame seed,2023,41.0,42.26,1020.7
North Macedonia,Soya beans,2019,44.0,78.95,1800.3
North Macedonia,Soya beans,2020,30.0,50.0,1693.3
North Macedonia,Soya beans,2021,30.0,50.0,1641.1
North Macedonia,Soya beans,2022,45.0,73.51,1650.5
North Macedonia,Soya beans,2023,53.0,87.54,1659.9
North Macedonia,Sugar beet,2019,147.0,4376.83,29711.3
North Macedonia,Sugar beet,2020,142.0,4222.19,29702.0
North Macedonia,Sugar beet,2021,142.0,4223.36,29707.0
North Macedonia,Sugar beet,2022,144.0,4274.13,29706.8
North Macedonia,Sugar beet,2023,143.0,4239.89,29705.3
North Macedonia,Sunflower seed,2019,4605.0,6539.0,1420.0
North Macedonia,Sunflower seed,2020,4559.0,6073.0,1332.1
North Macedonia,Sunflower seed,2021,5050.0,5532.0,1095.4
North Macedonia,Sunflower seed,2022,6179.0,9833.0,1591.4
North Macedonia,Sunflower seed,2023,4764.0,5950.0,1249.0
North Macedonia,"Walnuts, in shell",2019,8500.0,5014.0,589.9
North Macedonia,"Walnuts, in shell",2020,10363.0,5387.0,519.8
North Macedonia,"Walnuts, in shell",2021,10526.0,4667.0,443.4
North Macedonia,"Walnuts, in shell",2022,10593.0,6165.0,582.0
North Macedonia,"Walnuts, in shell",2023,10775.0,4189.0,388.8
North Macedonia,Watermelons,2019,5132.0,126223.0,24595.3
North Macedonia,Watermelons,2020,5175.0,124972.0,24149.2
North Macedonia,Watermelons,2021,5321.0,126809.0,23831.8
North Macedonia,Watermelons,2022,5034.0,123895.0,24611.6
North Macedonia,Watermelons,2023,4886.0,124314.0,25442.9
North Macedonia,Wheat,2019,68847.0,239916.0,3484.8
North Macedonia,Wheat,2020,69765.0,246031.0,3526.6
North Macedonia,Wheat,2021,70366.0,243676.0,3463.0
North Macedonia,Wheat,2022,70107.0,224632.0,3204.1
North Macedonia,Wheat,2023,69522.0,215165.0,3094.9
North Macedonia,"Beans, dry",2019,5020.0,6465.86,1288.1
North Macedonia,"Beans, dry",2020,5055.0,6408.36,1267.7
North Macedonia,"Beans, dry",2021,5008.0,6367.39,1271.4
North Macedonia,"Beans, dry",2022,5028.0,6413.87,1275.7
North Macedonia,"Beans, dry",2023,5030.0,6396.54,1271.6
North Macedonia,Cabbages,2019,5902.0,173672.0,29426.0
North Macedonia,Cabbages,2020,5705.0,168460.0,29528.5
North Macedonia,Cabbages,2021,5523.0,153559.0,27803.5
North Macedonia,Cabbages,2022,5352.0,149523.0,27937.8
North Macedonia,Cabbages,2023,4816.0,136232.0,28287.4
North Macedonia,Carrots and turnips,2019,388.0,3829.0,9868.6
North Macedonia,Carrots and turnips,2020,396.0,4544.0,11474.7
North Macedonia,Carrots and turnips,2021,434.0,4529.0,10435.5
North Macedonia,Carrots and turnips,2022,451.0,4325.0,9589.8
North Macedonia,Carrots and turnips,2023,454.0,4410.0,9713.7
North Macedonia,Cauliflowers and broccoli,2019,45.0,511.8,11305.4
North Macedonia,Cauliflowers and broccoli,2020,46.0,514.12,11271.9
North Macedonia,Cauliflowers and broccoli,2021,46.0,514.43,11272.4
North Macedonia,Cauliflowers and broccoli,2022,46.0,513.45,11283.2
North Macedonia,Cauliflowers and broccoli,2023,46.0,514.0,11275.8
North Macedonia,Cherries,2019,9962.0,6045.0,606.8
North Macedonia,Cherries,2020,10313.0,6258.0,606.8
North Macedonia,Cherries,2021,10622.0,4716.0,444.0
North Macedonia,Cherries,2022,9505.0,5768.0,606.8
North Macedonia,Cherries,2023,10639.0,3928.0,369.2
North Macedonia,"Chestnuts, in shell",2019,928.0,1448.15,1560.6
North Macedonia,"Chestnuts, in shell",2020,934.0,1464.2,1568.2
North Macedonia,"Chestnuts, in shell",2021,944.0,1474.49,1562.4
North Macedonia,"Chestnuts, in shell",2022,935.0,1462.28,1563.7
North Macedonia,"Chestnuts, in shell",2023,938.0,1466.99,1564.8
North Macedonia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2019,9390.0,185452.0,19749.9
North Macedonia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,9236.0,204919.0,22187.0
North Macedonia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2021,9773.0,222926.0,22810.4
North Macedonia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2022,9733.0,237624.0,24414.3
North Macedonia,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2023,9623.0,247417.0,25711.0
North Macedonia,Cucumbers and gherkins,2019,1036.0,51019.0,49246.1
North Macedonia,Cucumbers and gherkins,2020,943.0,49112.0,52080.6
North Macedonia,Cucumbers and gherkins,2021,1061.0,52950.0,49905.7
North Macedonia,Cucumbers and gherkins,2022,1015.0,48190.0,47477.8
North Macedonia,Cucumbers and gherkins,2023,1062.0,31657.0,29808.9
North Macedonia,Eggplants (aubergines),2019,53.0,964.31,18363.4
North Macedonia,Eggplants (aubergines),2020,53.0,971.58,18357.4
North Macedonia,Eggplants (aubergines),2021,53.0,977.06,18342.7
North Macedonia,Eggplants (aubergines),2022,53.0,970.98,18354.5
North Macedonia,Eggplants (aubergines),2023,53.0,973.21,18351.5
North Macedonia,Green garlic,2019,904.0,4515.0,4994.5
North Macedonia,Green garlic,2020,963.0,4904.0,5092.4
North Macedonia,Green garlic,2021,973.0,4373.0,4494.3
North Macedonia,Green garlic,2022,926.0,4440.0,4794.8
North Macedonia,Green garlic,2023,901.0,5509.0,6114.3
North Macedonia,Leeks and other alliaceous vegetables,2019,17.0,470.11,26970.3
North Macedonia,Leeks and other alliaceous vegetables,2020,17.0,465.56,26993.8
North Macedonia,Leeks and other alliaceous vegetables,2021,17.0,468.0,27037.0
North Macedonia,Leeks and other alliaceous vegetables,2022,17.0,467.89,27000.3
North Macedonia,Leeks and other alliaceous vegetables,2023,17.0,467.15,27010.4
North Macedonia,Lettuce and chicory,2019,10.0,184.29,18196.2
North Macedonia,Lettuce and chicory,2020,10.0,188.44,18239.6
North Macedonia,Lettuce and chicory,2021,10.0,186.53,18335.7
North Macedonia,Lettuce and chicory,2022,10.0,188.21,18309.3
North Macedonia,Lettuce and chicory,2023,10.0,189.89,18282.9
North Macedonia,Oats,2019,3640.0,6715.0,1844.8
North Macedonia,Oats,2020,3489.0,6341.0,1817.4
North Macedonia,Oats,2021,3100.0,5563.0,1794.5
North Macedonia,Oats,2022,2886.0,5240.0,1815.7
North Macedonia,Oats,2023,2649.0,4267.0,1610.8
North Macedonia,"Onions and shallots, green",2019,85.0,1994.87,23475.6
North Macedonia,"Onions and shallots, green",2020,87.0,1997.48,23024.4
North Macedonia,"Onions and shallots, green",2021,86.0,1999.73,23218.7
North Macedonia,"Onions and shallots, green",2022,86.0,1980.27,23039.2
North Macedonia,"Onions and shallots, green",2023,86.0,1960.41,22722.2
North Macedonia,"Other beans, green",2019,13015.0,10820.0,831.3
North Macedonia,"Other beans, green",2020,12567.0,11105.0,883.7
North Macedonia,"Other beans, green",2021,12483.0,9707.0,777.6
North Macedonia,"Other beans, green",2022,11894.0,10839.0,911.3
North Macedonia,"Other beans, green",2023,11244.0,10435.0,928.1
North Macedonia,"Peas, green",2019,1105.0,2033.0,1839.8
North Macedonia,"Peas, green",2020,1072.0,1944.0,1813.4
North Macedonia,"Peas, green",2021,1119.0,2318.0,2071.5
North Macedonia,"Peas, green",2022,1012.0,1839.0,1817.2
North Macedonia,"Peas, green",2023,964.0,1653.0,1714.7
North Macedonia,Quinces,2019,136.0,1422.0,10452.4
North Macedonia,Quinces,2020,156.0,1617.0,10350.7
North Macedonia,Quinces,2021,153.0,1556.0,10187.1
North Macedonia,Quinces,2022,148.0,1502.0,10138.0
North Macedonia,Quinces,2023,142.0,1434.0,10089.0
North Macedonia,Rye,2019,3809.0,8628.0,2265.2
North Macedonia,Rye,2020,3936.0,9481.0,2408.8
North Macedonia,Rye,2021,3782.0,8500.0,2247.5
North Macedonia,Rye,2022,3791.0,8571.0,2260.9
North Macedonia,Rye,2023,3410.0,5279.0,1548.1
North Macedonia,Sour cherries,2019,2493.0,8695.0,3488.2
North Macedonia,Sour cherries,2020,3220.0,9892.0,3071.9
North Macedonia,Sour cherries,2021,3154.0,8372.0,2654.2
North Macedonia,Sour cherries,2022,2039.0,8725.0,4279.6
North Macedonia,Sour cherries,2023,3001.0,6144.0,2047.1
North Macedonia,Spinach,2019,10.0,137.25,13820.4
North Macedonia,Spinach,2020,10.0,138.96,13792.0
North Macedonia,Spinach,2021,10.0,136.36,13741.4
North Macedonia,Spinach,2022,10.0,137.2,13729.2
North Macedonia,Spinach,2023,10.0,138.09,13717.0
North Macedonia,Strawberries,2019,858.0,5172.0,6028.0
North Macedonia,Strawberries,2020,846.0,5882.0,6952.7
North Macedonia,Strawberries,2021,858.0,5807.0,6768.1
North Macedonia,Strawberries,2022,847.0,6017.0,7103.9
North Macedonia,Strawberries,2023,837.0,6120.0,7311.8
North Macedonia,Tomatoes,2019,5497.0,152348.0,27714.8
North Macedonia,Tomatoes,2020,5453.0,155131.0,28448.7
North Macedonia,Tomatoes,2021,5567.0,154164.0,27692.5
North Macedonia,Tomatoes,2022,5613.0,151187.0,26935.2
North Macedonia,Tomatoes,2023,5666.0,116383.0,20540.6
North Macedonia,Unmanufactured tobacco,2019,16679.0,26234.0,1572.9
North Macedonia,Unmanufactured tobacco,2020,16591.0,26112.0,1573.9
North Macedonia,Unmanufactured tobacco,2021,15457.0,24329.0,1574.0
North Macedonia,Unmanufactured tobacco,2022,15044.0,25978.0,1726.8
North Macedonia,Unmanufactured tobacco,2023,14900.0,23713.0,1591.5
North Macedonia,Vetches,2019,1974.0,2889.36,1463.3
North Macedonia,Vetches,2020,1975.0,2884.05,1460.3
North Macedonia,Vetches,2021,1976.0,2886.78,1460.6
North Macedonia,Vetches,2022,1975.0,2886.73,1461.4
North Macedonia,Vetches,2023,1976.0,2885.85,1460.8
North Macedonia,"Chick peas, dry",2019,820.0,1042.98,1271.3
North Macedonia,"Chick peas, dry",2020,859.0,1094.06,1273.9
North Macedonia,"Chick peas, dry",2021,854.0,1090.17,1276.5
North Macedonia,"Chick peas, dry",2022,857.0,1095.17,1277.8
North Macedonia,"Chick peas, dry",2023,858.0,1100.44,1282.3
North Macedonia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,766.0,3688.63,4815.6
North Macedonia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,774.0,3713.19,4799.5
North Macedonia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,780.0,3693.78,4737.0
North Macedonia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,781.0,3704.15,4745.8
North Macedonia,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,781.0,3714.52,4755.5
North Macedonia,"Lentils, dry",2019,74.0,98.0,1324.3
North Macedonia,"Lentils, dry",2020,71.0,80.0,1126.8
North Macedonia,"Lentils, dry",2021,67.0,66.0,985.1
North Macedonia,"Lentils, dry",2022,60.0,83.0,1383.3
North Macedonia,"Lentils, dry",2023,46.0,50.0,1087.0
North Macedonia,"Peas, dry",2019,1038.0,2140.89,2062.0
North Macedonia,"Peas, dry",2020,1049.0,2160.7,2059.1
North Macedonia,"Peas, dry",2021,1047.0,2154.57,2058.8
North Macedonia,"Peas, dry",2022,1045.0,2152.06,2059.9
North Macedonia,"Peas, dry",2023,1047.0,2155.78,2059.3
North Macedonia,Rape or colza seed,2019,39.0,124.0,3179.5
North Macedonia,Rape or colza seed,2020,49.0,149.0,3040.8
North Macedonia,Rape or colza seed,2021,234.0,502.0,2145.3
North Macedonia,Rape or colza seed,2022,163.0,277.0,1699.4
North Macedonia,Rape or colza seed,2023,202.0,282.0,1396.0
North Macedonia,Sorghum,2019,30.0,36.22,1217.0
North Macedonia,Sorghum,2020,29.0,35.5,1216.3
North Macedonia,Sorghum,2021,29.0,35.56,1216.3
North Macedonia,Sorghum,2022,29.0,35.76,1216.5
North Macedonia,Sorghum,2023,29.0,35.61,1216.4
North Macedonia,Green corn (maize),2019,10.0,95.55,10032.8
North Macedonia,Green corn (maize),2020,9.0,95.09,10034.1
North Macedonia,Green corn (maize),2021,9.0,95.16,10033.6
North Macedonia,Green corn (maize),2022,9.0,95.27,10033.5
North Macedonia,Green corn (maize),2023,9.0,95.17,10033.7
North Macedonia,Asparagus,2019,300.0,719.09,2395.1
North Macedonia,Asparagus,2020,297.0,711.19,2394.0
North Macedonia,Asparagus,2021,300.0,713.34,2378.7
North Macedonia,Asparagus,2022,299.0,714.54,2389.2
North Macedonia,Asparagus,2023,299.0,713.02,2387.3
North Macedonia,Currants,2019,10.0,79.19,7871.8
North Macedonia,Currants,2020,10.0,80.86,8097.8
North Macedonia,Currants,2021,10.0,79.45,7922.1
North Macedonia,Currants,2022,10.0,79.83,7966.8
North Macedonia,Currants,2023,10.0,80.05,7994.6
North Macedonia,Raspberries,2019,50.0,298.0,5960.0
North Macedonia,Raspberries,2020,53.0,336.0,6339.6
North Macedonia,Raspberries,2021,59.0,484.0,8203.4
North Macedonia,Raspberries,2022,61.0,382.0,6262.3
North Macedonia,Raspberries,2023,76.0,354.0,4657.9
North Macedonia,Cranberries,2019,51.0,314.74,6169.9
North Macedonia,Cranberries,2020,52.0,311.29,5936.7
North Macedonia,Cranberries,2021,51.0,312.3,6066.2
North Macedonia,Cranberries,2022,52.0,312.77,6057.4
North Macedonia,Cranberries,2023,52.0,312.12,6006.8
North Macedonia,"Cow peas, dry",2019,2147.0,7624.16,3550.5
North Macedonia,"Cow peas, dry",2020,2110.0,7635.49,3618.3
North Macedonia,"Cow peas, dry",2021,2074.0,7622.19,3675.8
North Macedonia,"Cow peas, dry",2022,2066.0,7636.09,3695.8
North Macedonia,"Cow peas, dry",2023,2058.0,7649.98,3717.0
North Macedonia,Poppy seed,2019,54.0,33.0,611.1
North Macedonia,Poppy seed,2020,57.0,38.0,666.7
North Macedonia,Poppy seed,2021,59.0,37.0,627.1
North Macedonia,Poppy seed,2022,60.0,35.0,583.3
North Macedonia,Poppy seed,2023,52.0,38.0,730.8
Norway,Apples,2019,1506.0,15753.0,10460.2
Norway,Apples,2020,1543.0,12055.0,7812.7
Norway,Apples,2021,1573.0,18721.0,11901.5
Norway,Apples,2022,1596.0,17077.0,10699.9
Norway,Apples,2023,1648.0,20104.0,12199.0
Norway,Barley,2019,130495.0,565500.0,4333.5
Norway,Barley,2020,139222.0,638500.0,4586.2
Norway,Barley,2021,142745.0,611800.0,4286.0
Norway,Barley,2022,131305.0,591000.0,4501.0
Norway,Barley,2023,141922.0,405000.0,2853.7
Norway,Other berries and fruits of the genus vaccinium n.e.c.,2019,49.0,174.0,3551.0
Norway,Other berries and fruits of the genus vaccinium n.e.c.,2020,69.0,177.0,2565.2
Norway,Other berries and fruits of the genus vaccinium n.e.c.,2021,82.0,244.0,2975.6
Norway,Other berries and fruits of the genus vaccinium n.e.c.,2022,64.0,176.0,2750.0
Norway,Other berries and fruits of the genus vaccinium n.e.c.,2023,68.0,173.0,2544.1
